0.48201,0.54256,0.29438,0.38642,0.72511,1.1033,5.5285,4936.4,11.477,2.9402e+05,40.992,28.339,803.1,24.763,49.809,2.4379e+09,6
0.56364,0.7553,0.57049,0.58163,0.94149,0.59526,3.3205,4816,14.745,21409,80.323,32.446,1052.7,27.308,86.609,5.1022e+07,9
1.1912,3.0843,9.5129,1.957,3.3018,1.6188,6.0252,4992.6,40.007,23841,141.23,95.788,9175.3,74.926,170.57,3.7595e+07,9
0.63061,0.58368,0.34069,0.42766,0.85866,-0.52782,4.0388,4293.9,12.013,37145,28.919,20.788,432.15,15.694,35.596,1.1018e+08,6
0.67684,0.672,0.45159,0.53623,0.95304,-0.47721,2.8605,4390.2,12.106,23557,34.008,17.788,316.41,14.394,38.366,6.0225e+07,6
0.91394,1.3568,1.8408,0.90758,1.6341,2.2934,10.105,4458.1,17.123,32604,43.091,46.377,2150.9,21.28,63.253,3.3784e+07,6
0.49681,0.60792,0.36957,0.4727,0.78437,0.43097,3.1913,4829.9,12.392,27066,68.082,36.069,1301,29.401,77.02,6.8264e+07,9
0.48734,0.63797,0.40701,0.4876,0.80202,0.85804,3.9458,4807.8,12.334,28320,54.592,33.317,1110,27.006,63.929,5.9156e+07,9
0.46458,0.64979,0.42223,0.48221,0.79796,0.77969,4.0684,4842.1,13.078,35686,67.585,39.352,1548.6,33.265,78.175,3.8941e+07,9
0.59963,2.1197,4.4933,1.2655,2.1997,0.044442,5.8827,4930.8,23.282,19462,87.852,56.179,3156,44.781,104.23,7.8958e+07,9
0.48625,0.99195,0.98396,0.81067,1.1033,-0.24162,2.4608,4349.4,14.701,32358,48.474,22.765,518.25,18.324,53.539,6.4903e+07,6
0.64135,1.124,1.2634,0.95799,1.2926,-0.15225,2.2092,4439.4,18.334,21399,61.563,42.435,1800.7,31.306,74.733,9.5535e+07,6
1.1115,1.504,2.2619,1.1011,1.8682,1.081,4.6967,4829.7,28.042,21399,98.932,61.028,3724.4,52.385,116.19,9.5535e+07,6
1.0877,1.381,1.9072,0.96149,1.7562,1.6236,6.2953,4852.4,25.352,32358,81.196,60.846,3702.2,52.316,101.41,6.4903e+07,6
0.47917,0.42017,0.17655,0.32801,0.63687,0.5585,3.081,4562.1,8.4906,19462,44.628,21.881,478.76,17.276,49.689,7.8958e+07,9
0.53669,0.61138,0.37379,0.45522,0.81281,0.76619,4.2445,4625.8,13.106,35686,54.743,20.927,437.96,17.167,58.595,3.8941e+07,9
0.51651,0.74252,0.55134,0.53919,0.90355,0.68573,4.117,4643.1,14.67,28320,57.808,22.075,487.29,18.409,61.867,5.9156e+07,9
1.2985,2.2094,4.8814,1.6056,2.5597,0.4349,4.259,5215,36.416,27066,146.39,131.48,17287,100.74,196.63,6.8264e+07,9
0.57586,0.80875,0.65408,0.6986,0.99179,-0.051221,1.9687,4256.3,14.173,32604,50.141,25.579,654.28,20.859,56.27,3.3784e+07,6
0.56927,0.86465,0.74762,0.74078,1.0341,-0.032969,1.9495,4043,15.673,23557,41.955,27.243,742.2,21.845,50.001,6.0225e+07,6
0.56203,0.71174,0.50658,0.58123,0.90602,-0.021245,2.4987,3958.3,12.916,37145,34.781,18.506,342.46,15.065,39.384,1.1018e+08,6
