0.32695,0.50617,0.25621,0.3461,0.60191,1.0256,5.6259,4453.7,11.235,90951,35.631,25.412,645.77,21.335,43.742,1.8758e+09,0.48201,0.54256,0.29438,0.38642,0.72511,1.1033,5.5285,4936.4,11.477,2.9402e+05,40.992,28.339,803.1,24.763,49.809,2.4379e+09,1.4851,-0.87523,0.35194,-0.82079,-1.0982,-0.64311,1.794,-0.74031,0.1942,2.0556,0.039085,2.6403,6
0.35889,0.81345,0.6617,0.62591,0.88794,0.35327,3.0886,4589.8,16.576,16459,67.581,28.114,790.39,22.043,73.179,1.9848e+07,0.56364,0.7553,0.57049,0.58163,0.94149,0.59526,3.3205,4816,14.745,21409,80.323,32.446,1052.7,27.308,86.609,5.1022e+07,0.90085,-0.76769,0.28175,-0.59989,-0.33645,-0.4077,1.1117,-0.6756,-0.046798,1.3366,0.13335,1.4518,9
0.31335,1.9658,3.8645,1.2856,1.9876,1.6013,8.4671,4798.9,31.014,12288,107.67,75.902,5761.2,58.318,131.67,2.3522e+07,1.1912,3.0843,9.5129,1.957,3.3018,1.6188,6.0252,4992.6,40.007,23841,141.23,95.788,9175.3,74.926,170.57,3.7595e+07,1.3548,-0.69687,0.76968,-0.47243,0.53756,-0.096003,1.5741,-0.60108,0.19975,1.3164,0.4595,1.3581,9
0.59616,0.65669,0.43124,0.49056,0.88617,-0.5716,3.6396,5357.6,12.244,14117,28.34,20.811,433.1,14.434,35.141,7.81e+07,0.63061,0.58368,0.34069,0.42766,0.85866,-0.52782,4.0388,4293.9,12.013,37145,28.919,20.788,432.15,15.694,35.596,1.1018e+08,0.6267,-0.92132,0.31901,-0.92136,-1.2767,-0.71926,0.47356,-0.67765,0.20311,1.7514,-0.50569,1.9684,6
0.61014,0.72833,0.53046,0.57373,0.94925,-0.52145,2.8507,5397.2,12.45,20788,29.177,14.256,203.24,10.855,32.464,3.7951e+07,0.67684,0.672,0.45159,0.53623,0.95304,-0.47721,2.8605,4390.2,12.106,23557,34.008,17.788,316.41,14.394,38.366,6.0225e+07,1.0113,-0.66347,0.46575,-0.66499,-0.58503,-0.36548,0.51015,-0.4621,0.57566,1.251,0.027271,1.33,6
0.57001,0.97577,0.95213,0.77536,1.1287,-0.20954,3.6762,5068.6,15.709,14151,39.962,25.601,655.43,19.952,47.437,2.1485e+07,0.91394,1.3568,1.8408,0.90758,1.6341,2.2934,10.105,4458.1,17.123,32604,43.091,46.377,2150.9,21.28,63.253,3.3784e+07,8.645,-0.29462,0.26152,-0.34245,7.6357,4.1736,3.8066,0.29985,6.4505,0.70013,5.9442,0.65785,6
0.31608,0.60634,0.36765,0.47339,0.68294,0.41464,3.3041,4517.3,12.416,17943,64.668,37.101,1376.5,28.567,74.526,4.7158e+07,0.49681,0.60792,0.36957,0.4727,0.78437,0.43097,3.1913,4829.9,12.392,27066,68.082,36.069,1301,29.401,77.02,6.8264e+07,1.3029,-0.46801,0.5787,-0.46804,0.41954,0.25476,-0.65044,-0.40028,0.83712,1.082,0.45818,0.89704,9
0.31909,0.6173,0.38106,0.45922,0.69404,0.90451,4.2199,4619.6,12.045,19823,49.725,33.133,1097.8,26.102,59.724,3.4115e+07,0.48734,0.63797,0.40701,0.4876,0.80202,0.85804,3.9458,4807.8,12.334,28320,54.592,33.317,1110,27.006,63.929,5.9156e+07,0.89381,-0.76181,0.24432,-0.76185,-0.058232,0.11729,-1.5141,-0.72205,0.47076,1.426,0.062156,1.2461,9
0.3025,0.55344,0.30629,0.39938,0.62996,0.83501,5.0865,4707.2,10.262,18883,59.741,34.725,1205.8,28.457,69.073,2.1956e+07,0.46458,0.64979,0.42223,0.48221,0.79796,0.77969,4.0684,4842.1,13.078,35686,67.585,39.352,1548.6,33.265,78.175,3.8941e+07,0.57525,-0.99561,-0.00097584,-0.99564,-0.72232,-0.16383,-2.2892,-0.98572,0.15838,1.8333,-0.2214,1.5948,9
0.3804,1.4766,2.1804,0.88884,1.5226,-0.37163,7.0495,4749.6,17.827,11131,81.155,53.233,2833.8,43.563,97.011,4.8653e+07,0.59963,2.1197,4.4933,1.2655,2.1997,0.044442,5.8827,4930.8,23.282,19462,87.852,56.179,3156,44.781,104.23,7.8958e+07,0.67378,-0.93317,0.24518,-0.93321,-0.93048,-0.38077,-1.3105,-0.93645,0.17866,1.7302,-0.22921,1.5852,9
0.32993,1.1737,1.3777,0.94414,1.2175,-0.41773,2.5621,5035.3,18.207,17041,49.335,23.253,540.7,17.824,54.525,5.281e+07,0.48625,0.99195,0.98396,0.81067,1.1033,-0.24162,2.4608,4349.4,14.701,32358,48.474,22.765,518.25,18.324,53.539,6.4903e+07,0.60109,-0.71306,0.59634,-0.71309,-1.4852,-0.67194,-0.39629,-0.71612,-0.023645,1.1669,0.10005,1.4346,6
0.402,1.347,1.8144,1.0741,1.4037,-0.51845,3.2976,5250.9,22.079,13620,57.051,41.755,1743.5,30.522,70.66,4.6662e+07,0.64135,1.124,1.2634,0.95799,1.2926,-0.15225,2.2092,4439.4,18.334,21399,61.563,42.435,1800.7,31.306,74.733,9.5535e+07,0.17029,-0.83114,0.31269,-0.83118,-2.1502,-0.78522,-1.0177,-0.83573,0.0012376,1.3227,-0.18441,1.6619,6
0.56416,1.6818,2.8283,1.1694,1.7714,-0.25783,5.1926,4864.6,25.263,13620,85.325,56.279,3167.3,49.281,102.17,4.6662e+07,1.1115,1.504,2.2619,1.1011,1.8682,1.081,4.6967,4829.7,28.042,21399,98.932,61.028,3724.4,52.385,116.19,9.5535e+07,-0.034943,-0.94288,0.22024,-0.94293,-2.4385,-0.89144,-1.2812,-0.94846,-0.24827,1.6551,-0.27167,1.7661,6
