0.48201,0.54256,0.29438,0.38642,0.72511,1.1033,5.5285,4936.4,11.477,2.9402e+05,40.992,28.339,803.1,24.763,49.809,2.4379e+09,1.4851,-0.87523,0.35194,-0.82079,-1.0982,-0.64311,1.794,-0.74031,0.1942,2.0556,0.039085,2.6403,6
0.56364,0.7553,0.57049,0.58163,0.94149,0.59526,3.3205,4816,14.745,21409,80.323,32.446,1052.7,27.308,86.609,5.1022e+07,0.90085,-0.76769,0.28175,-0.59989,-0.33645,-0.4077,1.1117,-0.6756,-0.046798,1.3366,0.13335,1.4518,9
1.1912,3.0843,9.5129,1.957,3.3018,1.6188,6.0252,4992.6,40.007,23841,141.23,95.788,9175.3,74.926,170.57,3.7595e+07,1.3548,-0.69687,0.76968,-0.47243,0.53756,-0.096003,1.5741,-0.60108,0.19975,1.3164,0.4595,1.3581,9
0.63061,0.58368,0.34069,0.42766,0.85866,-0.52782,4.0388,4293.9,12.013,37145,28.919,20.788,432.15,15.694,35.596,1.1018e+08,0.6267,-0.92132,0.31901,-0.92136,-1.2767,-0.71926,0.47356,-0.67765,0.20311,1.7514,-0.50569,1.9684,6
0.67684,0.672,0.45159,0.53623,0.95304,-0.47721,2.8605,4390.2,12.106,23557,34.008,17.788,316.41,14.394,38.366,6.0225e+07,1.0113,-0.66347,0.46575,-0.66499,-0.58503,-0.36548,0.51015,-0.4621,0.57566,1.251,0.027271,1.33,6
0.91394,1.3568,1.8408,0.90758,1.6341,2.2934,10.105,4458.1,17.123,32604,43.091,46.377,2150.9,21.28,63.253,3.3784e+07,8.645,-0.29462,0.26152,-0.34245,7.6357,4.1736,3.8066,0.29985,6.4505,0.70013,5.9442,0.65785,6
0.49681,0.60792,0.36957,0.4727,0.78437,0.43097,3.1913,4829.9,12.392,27066,68.082,36.069,1301,29.401,77.02,6.8264e+07,1.3029,-0.46801,0.5787,-0.46804,0.41954,0.25476,-0.65044,-0.40028,0.83712,1.082,0.45818,0.89704,9
0.48734,0.63797,0.40701,0.4876,0.80202,0.85804,3.9458,4807.8,12.334,28320,54.592,33.317,1110,27.006,63.929,5.9156e+07,0.89381,-0.76181,0.24432,-0.76185,-0.058232,0.11729,-1.5141,-0.72205,0.47076,1.426,0.062156,1.2461,9
0.46458,0.64979,0.42223,0.48221,0.79796,0.77969,4.0684,4842.1,13.078,35686,67.585,39.352,1548.6,33.265,78.175,3.8941e+07,0.57525,-0.99561,-0.00097584,-0.99564,-0.72232,-0.16383,-2.2892,-0.98572,0.15838,1.8333,-0.2214,1.5948,9
0.59963,2.1197,4.4933,1.2655,2.1997,0.044442,5.8827,4930.8,23.282,19462,87.852,56.179,3156,44.781,104.23,7.8958e+07,0.67378,-0.93317,0.24518,-0.93321,-0.93048,-0.38077,-1.3105,-0.93645,0.17866,1.7302,-0.22921,1.5852,9
0.48625,0.99195,0.98396,0.81067,1.1033,-0.24162,2.4608,4349.4,14.701,32358,48.474,22.765,518.25,18.324,53.539,6.4903e+07,0.60109,-0.71306,0.59634,-0.71309,-1.4852,-0.67194,-0.39629,-0.71612,-0.023645,1.1669,0.10005,1.4346,6
0.64135,1.124,1.2634,0.95799,1.2926,-0.15225,2.2092,4439.4,18.334,21399,61.563,42.435,1800.7,31.306,74.733,9.5535e+07,0.17029,-0.83114,0.31269,-0.83118,-2.1502,-0.78522,-1.0177,-0.83573,0.0012376,1.3227,-0.18441,1.6619,6
1.1115,1.504,2.2619,1.1011,1.8682,1.081,4.6967,4829.7,28.042,21399,98.932,61.028,3724.4,52.385,116.19,9.5535e+07,-0.034943,-0.94288,0.22024,-0.94293,-2.4385,-0.89144,-1.2812,-0.94846,-0.24827,1.6551,-0.27167,1.7661,6
1.0877,1.381,1.9072,0.96149,1.7562,1.6236,6.2953,4852.4,25.352,32358,81.196,60.846,3702.2,52.316,101.41,6.4903e+07,0.33155,-0.77721,0.55234,-0.77724,-1.2777,-0.66812,-0.68685,-0.78239,-0.2497,1.2888,-0.016831,1.3444,6
0.47917,0.42017,0.17655,0.32801,0.63687,0.5585,3.081,4562.1,8.4906,19462,44.628,21.881,478.76,17.276,49.689,7.8958e+07,0.82112,-0.48699,0.79513,-0.48701,-0.17613,-0.29363,-0.21748,-0.494,0.17111,1.057,0.35084,1.0103,9
