-0.02583,-1.308,-0.0005567,-0.99995,0.50672,0.0046089,-0.35307,0.069782,0.37143,1.4786,-0.21114,1.5235,6
-0.27328,-1.1637,0.024502,-0.97292,-0.047489,-0.10604,0.001356,0.052535,0.22984,1.3528,0.18372,1.3951,9
0.037037,-1.286,-0.038862,-0.99848,-0.084336,-0.24332,0.094309,-0.019813,0.024875,1.3563,0.064348,1.4049,9
0.024323,-1.3515,0.024316,-0.9957,0.21279,-0.098372,-0.31204,-0.36835,0.27382,1.504,-0.19432,1.489,6
0.1526,-1.2604,0.10785,-0.99253,0.15559,0.12022,-0.23808,-0.40631,0.30525,1.5386,-0.16466,1.3993,6
-0.012846,-1.2401,0.064265,-0.99453,0.051177,0.2644,-0.23832,-0.26106,0.22892,1.6134,-0.048371,1.411,6
-0.66368,-1.1901,-0.2539,-0.96309,-0.52642,0.15259,-0.24944,-0.24563,-0.3459,1.522,0.29881,1.4035,9
-0.56859,-1.2601,-0.20978,-0.97112,-0.52049,0.055126,-0.17295,-0.38577,-0.25987,1.4993,0.34849,1.3798,9
-0.43399,-1.2942,-0.10922,-0.99321,-0.53097,-0.10844,-0.26799,-0.35018,-0.13308,1.5141,0.17152,1.4051,9
-0.32621,-1.3107,-0.06325,-0.99604,-0.20504,-0.2569,-0.35762,-0.14619,0.039787,1.5175,0.009273,1.4256,9
-0.0057918,-1.3025,-0.030379,-0.99867,0.20575,-0.34725,-0.21116,-0.041997,0.067819,1.4177,-0.055048,1.4383,9
-0.24186,-1.3189,0.007357,-0.9981,0.027598,-0.32652,-0.26837,-0.011943,0.15051,1.4244,-0.12083,1.4267,6
-0.31604,-1.2502,0.016035,-0.99871,-0.27345,-0.25785,-0.19609,-0.15866,0.056474,1.364,-0.051259,1.3602,6
-0.38345,-1.1759,-0.09558,-0.99043,-0.40868,-0.099149,-0.033324,-0.30048,-0.13061,1.3734,0.17003,1.3781,6
-0.040478,-1.0596,-0.066557,-0.98664,-0.13986,0.019184,0.26061,-0.28116,-0.10617,1.4813,0.15066,1.5338,6
0.39979,-1.0479,0.050719,-0.99266,0.25657,-0.023674,0.29627,-0.27625,0.16158,1.5326,-0.054323,1.6563,6
-0.10291,-1.2785,-0.016243,-0.99526,0.32745,-0.2437,-0.22448,0.17315,0.16794,1.5756,-0.22306,1.6411,9
-0.083686,-1.4224,0.034755,-0.99661,0.40609,-0.31874,-0.30187,0.027213,0.11766,1.5456,-0.21534,1.5685,9
-0.11576,-1.4393,0.061347,-0.99734,0.36275,-0.34027,-0.31565,-0.0066791,0.14067,1.5091,-0.1907,1.4935,9
-0.27479,-1.3105,0.024418,-0.99917,0.01525,-0.32584,-0.31121,-0.094927,0.14176,1.4425,-0.098593,1.3906,9
0.027257,-1.2962,0.062844,-0.99074,0.25313,-0.20975,-0.13383,-0.29114,0.20033,1.4728,-0.19175,1.4322,6
0.18193,-1.2531,0.13391,-0.98179,0.32299,0.084993,-0.1024,-0.38666,0.2557,1.5119,-0.23459,1.4582,6
-0.1873,-1.1801,0.025846,-0.97862,-0.08901,0.24521,-0.27449,-0.26629,0.0047673,1.5473,-0.018954,1.4214,6
-0.59409,-1.1818,-0.16832,-0.97809,-0.48595,0.1925,-0.33718,-0.20693,-0.28079,1.4673,0.1967,1.3738,6
-0.56312,-1.2401,-0.18806,-0.97648,-0.53649,0.075889,-0.11665,-0.20285,-0.27844,1.4132,0.3029,1.377,6
-0.25286,-1.4405,-0.010561,-0.99942,0.2997,-0.22274,-0.31304,0.018873,0.19745,1.477,-0.098353,1.525,9
-0.13293,-1.4093,-0.019208,-0.99865,0.43554,-0.21455,-0.33398,0.01592,0.19504,1.4654,-0.18533,1.5105,9
0.031711,-1.4361,0.030367,-0.99936,0.33804,-0.022264,-0.57413,-0.47397,0.24295,1.1235,-0.25306,1.1364,3
0.057785,-1.3994,0.045106,-0.99868,0.31965,-0.011112,-0.44572,-0.62493,0.23323,1.1133,-0.2489,1.1365,3
0.057013,-1.3921,0.055259,-0.9982,0.316,-0.0092883,-0.41238,-0.70369,0.22975,1.1023,-0.24344,1.1347,3
