0.33089,0.52184,0.27232,0.36361,0.61717,0.97732,5.2834,4184.2,11.585,1.0032e+05,33.904,25.299,640.06,20.672,42.277,2.0126e+09,0.48536,0.55596,0.30909,0.39795,0.73732,1.0848,5.3155,4615.3,11.748,3.3404e+05,39.52,28.655,821.08,24.696,48.787,2.6252e+09,-0.02583,-1.308,-0.0005567,-0.99995,0.50672,0.0046089,-0.35307,0.069782,0.37143,1.4786,-0.21114,1.5235,6
0.39506,0.78704,0.61943,0.6001,0.87945,0.41942,3.1116,4215,15.838,21322,67.217,29.641,878.57,23.485,73.442,2.0897e+07,0.61443,0.75359,0.5679,0.58424,0.97136,0.56126,3.1988,4645.8,14.544,27722,80.037,33.13,1097.6,27.587,86.602,4.5502e+07,-0.27328,-1.1637,0.024502,-0.97292,-0.047489,-0.10604,0.001356,0.052535,0.22984,1.3528,0.18372,1.3951,9
0.52748,1.9264,3.7109,1.1992,1.9942,1.6115,8.8662,4632.3,31.636,14052,95.262,75.717,5733.1,54.443,121.61,1.7769e+07,1.1868,2.8543,8.147,1.6821,3.0868,2.0042,7.8941,4662.7,30.66,22952,118.21,92.187,8498.4,63.537,149.81,1.7469e+07,0.037037,-1.286,-0.038862,-0.99848,-0.084336,-0.24332,0.094309,-0.019813,0.024875,1.3563,0.064348,1.4049,9
0.49066,0.66152,0.4376,0.49303,0.82273,-0.43492,3.3216,4924.9,11.342,11523,27.963,19.713,388.59,12.77,34.194,1.0166e+08,0.55909,0.58622,0.34365,0.42346,0.80938,-0.49341,4.1219,3985.4,10.666,34471,27.146,18.149,329.39,12.995,32.637,1.583e+08,0.024323,-1.3515,0.024316,-0.9957,0.21279,-0.098372,-0.31204,-0.36835,0.27382,1.504,-0.19432,1.489,6
0.56599,0.6675,0.44555,0.5093,0.8743,-0.66478,3.3246,5068.6,12.144,10575,29.235,21.256,451.8,15.027,36.124,3.9459e+07,0.63474,0.61641,0.37996,0.46503,0.88408,-0.61247,3.4703,4109.6,11.911,20632,30.45,20.982,440.25,16.055,36.959,6.2617e+07,0.1526,-1.2604,0.10785,-0.99253,0.15559,0.12022,-0.23808,-0.40631,0.30525,1.5386,-0.16466,1.3993,6
0.51378,0.83408,0.69569,0.70262,0.97844,-0.3704,2.1418,5034.8,13.366,15201,28.968,14.862,220.89,11.433,32.547,2.5413e+07,0.60268,0.73221,0.53613,0.62122,0.9474,-0.26182,2.2301,4079.4,12.556,26109,35.574,17.446,304.36,14.005,39.608,5.439e+07,-0.012846,-1.2401,0.064265,-0.99453,0.051177,0.2644,-0.23832,-0.26106,0.22892,1.6134,-0.048371,1.411,6
0.68678,1.1465,1.3145,0.79345,1.3348,1.5998,5.9789,4423.8,19.169,13836,70.034,44.331,1965.2,33.653,82.845,3.8115e+07,1.1385,1.8216,3.3182,1.1687,2.1456,2.2632,7.7753,4870.4,22.842,19939,68.355,41.299,1705.6,32.114,79.827,5.1385e+07,-0.66368,-1.1901,-0.2539,-0.96309,-0.52642,0.15259,-0.24944,-0.24563,-0.3459,1.522,0.29881,1.4035,9
0.30346,0.53459,0.28579,0.41352,0.61394,0.46049,3.7668,4255.2,11.906,16166,64.692,38.665,1495,30.289,75.333,4.7371e+07,0.47465,0.51183,0.26196,0.3989,0.69741,0.35579,3.1479,4515.8,11.3,22975,65.978,37.402,1398.9,30.033,75.811,6.8794e+07,-0.56859,-1.2601,-0.20978,-0.97112,-0.52049,0.055126,-0.17295,-0.38577,-0.25987,1.4993,0.34849,1.3798,9
0.33576,0.60403,0.36485,0.44537,0.69019,1.0304,4.4919,4352.9,11.372,16112,50.681,33.98,1154.6,27.044,60.986,4.3509e+07,0.50039,0.61718,0.38092,0.46824,0.79375,1.0447,4.2946,4500.6,11.516,38173,55.642,34.142,1165.7,27.84,65.252,7.262e+07,-0.43399,-1.2942,-0.10922,-0.99321,-0.53097,-0.10844,-0.26799,-0.35018,-0.13308,1.5141,0.17152,1.4051,9
0.32922,0.55602,0.30916,0.40087,0.64538,0.80115,5.075,4410.9,10.515,9985.5,62.686,33.865,1146.9,27.854,71.222,5.0042e+07,0.49068,0.65732,0.43207,0.49245,0.81939,0.7295,3.9692,4563.9,13.449,23703,71.308,37.804,1429.1,31.751,80.68,8.7994e+07,-0.32621,-1.3107,-0.06325,-0.99604,-0.20504,-0.2569,-0.35762,-0.14619,0.039787,1.5175,0.009273,1.4256,9
