0.32695,0.50617,0.25621,0.3461,0.60191,1.0256,5.6259,4453.7,11.235,90951,35.631,25.412,645.77,21.335,43.742,1.8758e+09,6
0.35889,0.81345,0.6617,0.62591,0.88794,0.35327,3.0886,4589.8,16.576,16459,67.581,28.114,790.39,22.043,73.179,1.9848e+07,9
0.31335,1.9658,3.8645,1.2856,1.9876,1.6013,8.4671,4798.9,31.014,12288,107.67,75.902,5761.2,58.318,131.67,2.3522e+07,9
0.59616,0.65669,0.43124,0.49056,0.88617,-0.5716,3.6396,5357.6,12.244,14117,28.34,20.811,433.1,14.434,35.141,7.81e+07,6
0.61014,0.72833,0.53046,0.57373,0.94925,-0.52145,2.8507,5397.2,12.45,20788,29.177,14.256,203.24,10.855,32.464,3.7951e+07,6
0.57001,0.97577,0.95213,0.77536,1.1287,-0.20954,3.6762,5068.6,15.709,14151,39.962,25.601,655.43,19.952,47.437,2.1485e+07,6
0.31608,0.60634,0.36765,0.47339,0.68294,0.41464,3.3041,4517.3,12.416,17943,64.668,37.101,1376.5,28.567,74.526,4.7158e+07,9
0.31909,0.6173,0.38106,0.45922,0.69404,0.90451,4.2199,4619.6,12.045,19823,49.725,33.133,1097.8,26.102,59.724,3.4115e+07,9
0.3025,0.55344,0.30629,0.39938,0.62996,0.83501,5.0865,4707.2,10.262,18883,59.741,34.725,1205.8,28.457,69.073,2.1956e+07,9
0.3804,1.4766,2.1804,0.88884,1.5226,-0.37163,7.0495,4749.6,17.827,11131,81.155,53.233,2833.8,43.563,97.011,4.8653e+07,9
0.32993,1.1737,1.3777,0.94414,1.2175,-0.41773,2.5621,5035.3,18.207,17041,49.335,23.253,540.7,17.824,54.525,5.281e+07,6
0.402,1.347,1.8144,1.0741,1.4037,-0.51845,3.2976,5250.9,22.079,13620,57.051,41.755,1743.5,30.522,70.66,4.6662e+07,6
0.56416,1.6818,2.8283,1.1694,1.7714,-0.25783,5.1926,4864.6,25.263,13620,85.325,56.279,3167.3,49.281,102.17,4.6662e+07,6
0.59046,1.4588,2.1282,0.88136,1.5717,-0.23967,8.2694,4535.7,19.366,17041,70.531,53.031,2812.3,46.703,88.194,5.281e+07,6
0.31446,0.40503,0.16405,0.33735,0.51227,0.075033,2.4102,4503.7,8.7785,11131,41.082,20.956,439.15,16.627,46.103,4.8653e+07,9
0.35316,0.56807,0.3227,0.44038,0.66814,0.23095,3.5439,4535,12.347,18883,47.79,19.786,391.47,15.834,51.712,2.1956e+07,9
0.32582,0.70608,0.49855,0.52197,0.77663,0.76658,4.5776,4495.8,14.295,19823,50.092,20.366,414.77,17.108,54.062,3.4115e+07,9
0.4359,1.7691,3.1297,1.1529,1.8193,-0.36567,4.9019,4657,26.315,17943,110.91,87.808,7710.2,61.747,141.37,4.7158e+07,9
0.43609,0.83712,0.70077,0.70069,0.94274,0.0085425,2.2947,5217.6,13.203,14151,44.847,20.903,436.96,17.396,49.466,2.1485e+07,6
0.47832,0.96662,0.93436,0.7891,1.0771,-0.31803,2.3927,5431.4,16.793,20788,37.947,21.982,483.22,17.96,43.837,3.7951e+07,6
0.48758,0.82797,0.68553,0.64762,0.95975,-0.37639,3.0548,5356.8,15.079,14117,28.605,14.977,224.31,12.296,32.278,7.81e+07,6
0.40458,1.6371,2.6801,1.0868,1.6839,0.26955,5.3953,5001,21.711,18224,84.544,69.459,4824.5,58.182,109.35,3.0934e+07,6
0.34229,0.47706,0.22758,0.34974,0.58654,0.6111,3.7901,4544.4,9.9871,16459,32.091,14.845,220.38,12.478,35.349,1.9848e+07,9
0.33962,0.48711,0.23727,0.36982,0.59319,0.50139,3.4841,4538.4,9.906,27758,42.745,27.215,740.66,22.684,50.651,1.7107e+07,9
0.42506,0.8425,0.7098,0.64471,0.94247,0.17366,2.8048,4913.6,10.618,31235,86.955,75.759,5739.4,61.485,115.25,2.6991e+09,3
0.18568,0.75338,0.56759,0.55066,0.77479,-0.26397,3.2867,5037.8,8.529,7242.7,93.228,74.843,5601.4,61.913,119.48,8.3333e+07,3
0.082378,0.62984,0.39669,0.44967,0.63422,-0.67205,3.9927,5032.5,8.2547,4509.1,63.784,55.853,3119.5,46.868,84.724,2.5412e+07,3
0.2058,0.7581,0.57471,0.59793,0.78439,0.37834,3.2763,4667.3,11.986,7831.5,70.428,59.227,3507.8,50.338,91.962,5.5065e+07,2
0.19569,1.0682,1.1411,0.7471,1.0844,0.60219,4.2559,4953.9,15.143,8035.3,92.783,89.86,8074.9,55.689,129.07,2.9555e+07,3
0.27642,0.68249,0.46579,0.50466,0.73535,0.22539,3.7865,4611.8,12.114,7904.1,57.793,40.902,1672.9,33.66,70.765,2.9009e+07,3
0.10718,0.69191,0.47874,0.5109,0.69909,0.40292,3.7456,4704.1,10.118,5765.1,66.044,49.191,2419.7,43.356,82.304,4.2793e+07,3
0.16175,0.94705,0.89691,0.69853,0.95931,0.54497,3.7394,5041.8,12.317,7166.2,96.899,86.044,7403.6,65.436,129.5,2.6444e+07,3
0.18881,0.91028,0.82861,0.67108,0.92826,0.70038,3.9955,4726.3,11.073,4599.9,80.237,65.073,4234.4,46.967,103.24,3.359e+07,3
