0.32695,0.50617,0.25621,0.3461,0.60191,1.0256,5.6259,4453.7,11.235,90951,35.631,25.412,645.77,21.335,43.742,1.8758e+09,1.4851,-0.87523,0.35194,-0.82079,-1.0982,-0.64311,1.794,-0.74031,0.1942,2.0556,0.039085,2.6403,6
0.35889,0.81345,0.6617,0.62591,0.88794,0.35327,3.0886,4589.8,16.576,16459,67.581,28.114,790.39,22.043,73.179,1.9848e+07,0.90085,-0.76769,0.28175,-0.59989,-0.33645,-0.4077,1.1117,-0.6756,-0.046798,1.3366,0.13335,1.4518,9
0.31335,1.9658,3.8645,1.2856,1.9876,1.6013,8.4671,4798.9,31.014,12288,107.67,75.902,5761.2,58.318,131.67,2.3522e+07,1.3548,-0.69687,0.76968,-0.47243,0.53756,-0.096003,1.5741,-0.60108,0.19975,1.3164,0.4595,1.3581,9
0.59616,0.65669,0.43124,0.49056,0.88617,-0.5716,3.6396,5357.6,12.244,14117,28.34,20.811,433.1,14.434,35.141,7.81e+07,0.6267,-0.92132,0.31901,-0.92136,-1.2767,-0.71926,0.47356,-0.67765,0.20311,1.7514,-0.50569,1.9684,6
0.61014,0.72833,0.53046,0.57373,0.94925,-0.52145,2.8507,5397.2,12.45,20788,29.177,14.256,203.24,10.855,32.464,3.7951e+07,1.0113,-0.66347,0.46575,-0.66499,-0.58503,-0.36548,0.51015,-0.4621,0.57566,1.251,0.027271,1.33,6
0.57001,0.97577,0.95213,0.77536,1.1287,-0.20954,3.6762,5068.6,15.709,14151,39.962,25.601,655.43,19.952,47.437,2.1485e+07,8.645,-0.29462,0.26152,-0.34245,7.6357,4.1736,3.8066,0.29985,6.4505,0.70013,5.9442,0.65785,6
0.31608,0.60634,0.36765,0.47339,0.68294,0.41464,3.3041,4517.3,12.416,17943,64.668,37.101,1376.5,28.567,74.526,4.7158e+07,1.3029,-0.46801,0.5787,-0.46804,0.41954,0.25476,-0.65044,-0.40028,0.83712,1.082,0.45818,0.89704,9
0.31909,0.6173,0.38106,0.45922,0.69404,0.90451,4.2199,4619.6,12.045,19823,49.725,33.133,1097.8,26.102,59.724,3.4115e+07,0.89381,-0.76181,0.24432,-0.76185,-0.058232,0.11729,-1.5141,-0.72205,0.47076,1.426,0.062156,1.2461,9
0.3025,0.55344,0.30629,0.39938,0.62996,0.83501,5.0865,4707.2,10.262,18883,59.741,34.725,1205.8,28.457,69.073,2.1956e+07,0.57525,-0.99561,-0.00097584,-0.99564,-0.72232,-0.16383,-2.2892,-0.98572,0.15838,1.8333,-0.2214,1.5948,9
0.3804,1.4766,2.1804,0.88884,1.5226,-0.37163,7.0495,4749.6,17.827,11131,81.155,53.233,2833.8,43.563,97.011,4.8653e+07,0.67378,-0.93317,0.24518,-0.93321,-0.93048,-0.38077,-1.3105,-0.93645,0.17866,1.7302,-0.22921,1.5852,9
0.32993,1.1737,1.3777,0.94414,1.2175,-0.41773,2.5621,5035.3,18.207,17041,49.335,23.253,540.7,17.824,54.525,5.281e+07,0.60109,-0.71306,0.59634,-0.71309,-1.4852,-0.67194,-0.39629,-0.71612,-0.023645,1.1669,0.10005,1.4346,6
0.402,1.347,1.8144,1.0741,1.4037,-0.51845,3.2976,5250.9,22.079,13620,57.051,41.755,1743.5,30.522,70.66,4.6662e+07,0.17029,-0.83114,0.31269,-0.83118,-2.1502,-0.78522,-1.0177,-0.83573,0.0012376,1.3227,-0.18441,1.6619,6
0.56416,1.6818,2.8283,1.1694,1.7714,-0.25783,5.1926,4864.6,25.263,13620,85.325,56.279,3167.3,49.281,102.17,4.6662e+07,-0.034943,-0.94288,0.22024,-0.94293,-2.4385,-0.89144,-1.2812,-0.94846,-0.24827,1.6551,-0.27167,1.7661,6
0.59046,1.4588,2.1282,0.88136,1.5717,-0.23967,8.2694,4535.7,19.366,17041,70.531,53.031,2812.3,46.703,88.194,5.281e+07,0.33155,-0.77721,0.55234,-0.77724,-1.2777,-0.66812,-0.68685,-0.78239,-0.2497,1.2888,-0.016831,1.3444,6
0.31446,0.40503,0.16405,0.33735,0.51227,0.075033,2.4102,4503.7,8.7785,11131,41.082,20.956,439.15,16.627,46.103,4.8653e+07,0.82112,-0.48699,0.79513,-0.48701,-0.17613,-0.29363,-0.21748,-0.494,0.17111,1.057,0.35084,1.0103,9
0.35316,0.56807,0.3227,0.44038,0.66814,0.23095,3.5439,4535,12.347,18883,47.79,19.786,391.47,15.834,51.712,2.1956e+07,0.6726,-0.64901,0.54142,-0.64902,-0.081487,-0.34537,-0.72634,-0.65907,0.14605,1.2743,0.32608,1.3445,9
0.32582,0.70608,0.49855,0.52197,0.77663,0.76658,4.5776,4495.8,14.295,19823,50.092,20.366,414.77,17.108,54.062,3.4115e+07,0.57462,-0.78772,0.347,-0.78773,0.40832,-0.34141,-1.0918,-0.8003,0.10788,1.4639,0.00015864,1.6306,9
