0.33089,0.52184,0.27232,0.36361,0.61717,0.97732,5.2834,4184.2,11.585,1.0032e+05,33.904,25.299,640.06,20.672,42.277,2.0126e+09,-0.02583,-1.308,-0.0005567,-0.99995,0.50672,0.0046089,-0.35307,0.069782,0.37143,1.4786,-0.21114,1.5235,6
0.39506,0.78704,0.61943,0.6001,0.87945,0.41942,3.1116,4215,15.838,21322,67.217,29.641,878.57,23.485,73.442,2.0897e+07,-0.27328,-1.1637,0.024502,-0.97292,-0.047489,-0.10604,0.001356,0.052535,0.22984,1.3528,0.18372,1.3951,9
0.52748,1.9264,3.7109,1.1992,1.9942,1.6115,8.8662,4632.3,31.636,14052,95.262,75.717,5733.1,54.443,121.61,1.7769e+07,0.037037,-1.286,-0.038862,-0.99848,-0.084336,-0.24332,0.094309,-0.019813,0.024875,1.3563,0.064348,1.4049,9
0.49066,0.66152,0.4376,0.49303,0.82273,-0.43492,3.3216,4924.9,11.342,11523,27.963,19.713,388.59,12.77,34.194,1.0166e+08,0.024323,-1.3515,0.024316,-0.9957,0.21279,-0.098372,-0.31204,-0.36835,0.27382,1.504,-0.19432,1.489,6
0.56599,0.6675,0.44555,0.5093,0.8743,-0.66478,3.3246,5068.6,12.144,10575,29.235,21.256,451.8,15.027,36.124,3.9459e+07,0.1526,-1.2604,0.10785,-0.99253,0.15559,0.12022,-0.23808,-0.40631,0.30525,1.5386,-0.16466,1.3993,6
0.51378,0.83408,0.69569,0.70262,0.97844,-0.3704,2.1418,5034.8,13.366,15201,28.968,14.862,220.89,11.433,32.547,2.5413e+07,-0.012846,-1.2401,0.064265,-0.99453,0.051177,0.2644,-0.23832,-0.26106,0.22892,1.6134,-0.048371,1.411,6
0.68678,1.1465,1.3145,0.79345,1.3348,1.5998,5.9789,4423.8,19.169,13836,70.034,44.331,1965.2,33.653,82.845,3.8115e+07,-0.66368,-1.1901,-0.2539,-0.96309,-0.52642,0.15259,-0.24944,-0.24563,-0.3459,1.522,0.29881,1.4035,9
0.30346,0.53459,0.28579,0.41352,0.61394,0.46049,3.7668,4255.2,11.906,16166,64.692,38.665,1495,30.289,75.333,4.7371e+07,-0.56859,-1.2601,-0.20978,-0.97112,-0.52049,0.055126,-0.17295,-0.38577,-0.25987,1.4993,0.34849,1.3798,9
0.33576,0.60403,0.36485,0.44537,0.69019,1.0304,4.4919,4352.9,11.372,16112,50.681,33.98,1154.6,27.044,60.986,4.3509e+07,-0.43399,-1.2942,-0.10922,-0.99321,-0.53097,-0.10844,-0.26799,-0.35018,-0.13308,1.5141,0.17152,1.4051,9
0.32922,0.55602,0.30916,0.40087,0.64538,0.80115,5.075,4410.9,10.515,9985.5,62.686,33.865,1146.9,27.854,71.222,5.0042e+07,-0.32621,-1.3107,-0.06325,-0.99604,-0.20504,-0.2569,-0.35762,-0.14619,0.039787,1.5175,0.009273,1.4256,9
0.56847,1.229,1.5105,0.77243,1.3523,0.79824,7.3639,4554.4,15.977,18979,79.018,53.232,2833.6,43.694,95.226,3.1542e+07,-0.0057918,-1.3025,-0.030379,-0.99867,0.20575,-0.34725,-0.21116,-0.041997,0.067819,1.4177,-0.055048,1.4383,9
0.3195,1.1549,1.3338,0.9252,1.1964,-0.49751,2.6625,4682,17.164,17192,50.981,24.116,581.58,19.112,56.38,2.4839e+07,-0.24186,-1.3189,0.007357,-0.9981,0.027598,-0.32652,-0.26837,-0.011943,0.15051,1.4244,-0.12083,1.4267,6
0.54014,1.2096,1.4631,0.97858,1.3229,-0.30504,2.7283,5023.2,19.067,19843,50.904,26.48,701.18,21.325,57.359,6.1686e+07,-0.31604,-1.2502,0.016035,-0.99871,-0.27345,-0.25785,-0.19609,-0.15866,0.056474,1.364,-0.051259,1.3602,6
0.52763,1.7848,3.1854,1.3025,1.8583,-0.20172,4.4273,4713.1,27.572,15151,81.148,56.325,3172.5,49.36,98.727,3.1531e+07,-0.38345,-1.1759,-0.09558,-0.99043,-0.40868,-0.099149,-0.033324,-0.30048,-0.13061,1.3734,0.17003,1.3781,6
0.429,1.6386,2.685,1.0605,1.6912,-0.14605,5.8959,4267,24.348,19843,86.934,56.577,3201,50.765,103.67,6.1686e+07,-0.040478,-1.0596,-0.066557,-0.98664,-0.13986,0.019184,0.26061,-0.28116,-0.10617,1.4813,0.15066,1.5338,6
0.509,0.61707,0.38078,0.50616,0.79912,0.2404,2.538,4336.3,10.002,17192,51.531,35.487,1259.4,28.306,62.534,2.4839e+07,0.39979,-1.0479,0.050719,-0.99266,0.25657,-0.023674,0.29627,-0.27625,0.16158,1.5326,-0.054323,1.6563,6
0.25898,0.52052,0.27094,0.39415,0.58061,0.64699,4.6886,4278.6,11.261,18979,45.37,21.162,447.83,16.996,50.048,3.1542e+07,-0.10291,-1.2785,-0.016243,-0.99526,0.32745,-0.2437,-0.22448,0.17315,0.16794,1.5756,-0.22306,1.6411,9
0.31217,0.58985,0.34792,0.45835,0.66649,0.28079,3.4138,4224.6,12.464,9985.5,49.893,19.959,398.35,16,53.725,5.0042e+07,-0.083686,-1.4224,0.034755,-0.99661,0.40609,-0.31874,-0.30187,0.027213,0.11766,1.5456,-0.21534,1.5685,9
0.3398,0.64146,0.41148,0.46576,0.72496,0.78921,5.6122,4188.7,12.617,16112,51.505,23.057,531.61,19.333,56.414,4.3509e+07,-0.11576,-1.4393,0.061347,-0.99734,0.36275,-0.34027,-0.31565,-0.0066791,0.14067,1.5091,-0.1907,1.4935,9
0.48856,1.8162,3.2984,1.1918,1.8778,-0.44138,4.7527,4393.7,27.43,16166,115.58,88.707,7868.9,62.73,145.6,4.7371e+07,-0.27479,-1.3105,0.024418,-0.99917,0.01525,-0.32584,-0.31121,-0.094927,0.14176,1.4425,-0.098593,1.3906,9
0.35889,0.79273,0.62843,0.66948,0.86899,-0.059794,2.1986,4834.2,12.559,16402,45.54,21.191,449.06,17.72,50.214,1.6711e+07,0.027257,-1.2962,0.062844,-0.99074,0.25313,-0.20975,-0.13383,-0.29114,0.20033,1.4728,-0.19175,1.4322,6
